-1.0 15.0 457.62748601105267 -265.76691166843983 94.30841046017377 625.0 228.32094395549842 272.793345693475 -117.45225130773065 15.0 14.966939813588368 -294.1993811215383 -103.88974015842933 625.0 309.18507226071097 291.08620175844067 148.9976183665885
-1.0 15.0 413.4619790816619 -355.57082363649215 278.49914713749723 625.0 67.29254895552666 369.01388727640665 -285.64977059713215 15.0 459.8401677136684 -366.3401497820473 312.7084744133114 625.0 151.606072633868 347.02206359682464 355.3055552006299
-1.0 15.0 424.72963821222424 -376.5643585056864 -349.2081119487597 625.0 44.27057950607076 442.69920925166844 -288.7842163626203 15.0 427.5611245038305 -405.7555222433649 -361.69498421439135 625.0 76.15434621138621 479.44581004923066 -286.57357276566984
1.0 625.0 12.98236548810926 339.29546451644796 -283.31730806310986 15.0 394.3602178252901 -337.43632169115756 -308.241340714321 625.0 18.04427314262992 393.9723387968627 259.99553384050955 15.0 198.15561310652274 -465.398684073341 143.53338374449135
1.0 625.0 36.33131420257425 137.84642077197446 473.09522910872346 15.0 243.8404485119593 -170.392955042657 -482.07931387929295 625.0 308.61047465240586 300.31326190863865 -432.21564109470023 15.0 438.78110788561094 -348.12048486478204 414.5174729601081
-1.0 15.0 47.34823992650677 -501.0244786613138 359.9148808041775 625.0 422.77411274427016 497.7920528419304 -389.22909538245494 15.0 19.32797045923495 -529.923312648333 371.0248862264393 625.0 320.9719294067206 591.3573199220707 297.33259253706666
1.0 625.0 91.9685022035366 416.80717081989087 388.33297318506084 15.0 462.4012425305323 -496.27711235847016 309.11975460678747 625.0 14.353820226068883 473.52885224731267 367.94252303554345 15.0 263.627685673561 -565.6447684713461 240.56714093743093
1.0 625.0 45.80767214236903 225.95016771917358 -153.67554917870905 15.0 468.88835018267594 -220.62511364544832 -185.5180219402708 625.0 171.03485302756405 271.3027498982285 -135.49878103272874 15.0 5.9357087669381485 -306.73478028000716 -84.86224636591544
-1.0 15.0 37.87041404286761 -288.08986166543303 263.93766867633985 625.0 446.79945057019256 333.82657107012506 230.57570719167504 15.0 5.855921529661606 -217.66859654680388 -176.88372945974038 625.0 293.52310129205154 393.8236301793097 186.41683005860514
1.0 625.0 283.497632664699 204.34319698323787 -229.82436979051985 15.0 399.6556199155049 -320.05065747104976 352.7408234756649 625.0 197.62459055180057 315.47321780066113 376.6285446653882 15.0 46.82865382998286 -357.5314246745762 -407.9643409864622
-1.0 15.0 456.16719153032346 -383.5700734106562 31.997564188952765 625.0 409.3321308862908 396.1106038804644 -54.93911492250447 15.0 464.8694000225944 -413.19396499504444 37.61297211625845 625.0 339.8786245620105 418.30367535855544 -99.18717198307831
-1.0 15.0 8.702185230211057 -214.80795488784946 152.10839763750528 625.0 255.06667025445452 257.4811816545946 105.37627122118305 15.0 454.4126007484946 -278.2632032196318 92.42079043402782 625.0 277.1641939669226 290.02301494946323 -104.30704145886125
-1.0 15.0 57.86999730682048 -273.66079508162215 248.521856859918 625.0 443.7254215944911 323.1508079585751 208.6669483792578 15.0 11.146944179130575 -231.80720993196928 190.04057172155555 625.0 313.69073931160403 370.162837323096 186.88982249410626
-1.0 15.0 398.5040930034261 -377.38545865729236 -333.55766191815457 625.0 96.93101775961797 408.35457920859426 319.7843764142931 15.0 464.27556544550373 -448.5752798589848 -289.1033372131183 625.0 189.11380469820915 499.2967582994254 -227.4605019976832
-1.0 15.0 78.83605496515574 -327.90806237406025 301.64321699933225 625.0 346.74750358315157 351.98831294622437 -296.9982692953707 15.0 24.681558156592075 -417.2644339137757 -228.11302744329964 625.0 386.95245949916267 408.250656013314 271.97054922727835
-1.0 15.0 39.44337420929144 -312.93712379740936 92.23606932254711 625.0 80.4007522268209 340.46635466764315 23.069648802646014 15.0 344.6189218791452 -4.5655632345130925 -5.135858457275097 625.0 156.82363307773002 269.1796503994553 71.1935674657828
-1.0 15.0 419.03840956724054 -252.93888857754231 -177.53814872391018 625.0 32.74938550915539 273.4472258232074 -173.83989606756813 15.0 465.75129969303214 -262.4767203804993 -214.58211761823424 625.0 71.48209139247598 298.0306578282125 -191.08390854739525
